TeamID,TeamName,Season,team_games_played,team_wins,team_losses,team_win_pct,team_ppg,team_papg,team_fg_pct,team_fg3_pct,team_ft_pct,team_off_rebounds_pg,team_def_rebounds_pg,team_assists_pg,team_turnovers_pg,team_steals_pg,team_blocks_pg,team_personal_fouls_pg,team_home_win_pct,team_away_win_pct,team_neutral_win_pct,team_last_5_games_played,team_last_5_win_pct,team_last_5_ppg,team_last_5_papg,team_last_5_fg_pct,team_last_5_fg3_pct,team_last_5_ft_pct,team_last_5_off_rebounds_pg,team_last_5_def_rebounds_pg,team_last_5_assists_pg,team_last_5_turnovers_pg,team_last_5_steals_pg,team_last_5_blocks_pg,team_last_5_personal_fouls_pg,team_last_5_avg_opponent_win_pct,team_last_5_avg_opponent_point_diff_pg,team_last_10_games_played,team_last_10_win_pct,team_last_10_ppg,team_last_10_papg,team_last_10_fg_pct,team_last_10_fg3_pct,team_last_10_ft_pct,team_last_10_off_rebounds_pg,team_last_10_def_rebounds_pg,team_last_10_assists_pg,team_last_10_turnovers_pg,team_last_10_steals_pg,team_last_10_blocks_pg,team_last_10_personal_fouls_pg,team_last_10_avg_opponent_win_pct,team_last_10_avg_opponent_point_diff_pg,team_current_win_streak,team_current_loss_streak,team_point_diff_pg,team_effective_fg_pct,team_assist_turnover_ratio,team_total_rebounds_pg,team_fg3_attempt_rate,team_ft_attempt_rate,team_turnover_to_assist_ratio,team_avg_opponent_win_pct,team_avg_opponent_point_diff_pg
1102,Air Force,2003,28,12,16,0.42857142857142855,57.25,57.0,0.48114901256732495,0.37564322469982847,0.651356993736952,4.178571428571429,16.821428571428573,13.0,11.428571428571429,5.964285714285714,1.7857142857142858,18.75,0.6923076923076923,0.23076923076923078,0.0,5,0.2,54.2,57.8,0.47668393782383417,0.2823529411764706,0.7078651685393258,3.8,18.0,9.8,11.2,5.4,1.0,20.8,0.6692913385826772,4.968503937007874,10,0.2,55.3,63.3,0.46683673469387754,0.3064516129032258,0.7065217391304348,3.8,15.2,10.5,11.3,6.0,1.2,19.7,0.6343612334801763,4.022026431718062,0,1,0.25,0.579443447037702,1.1375,21.0,0.5233393177737882,0.42998204667863554,0.8791208791208791,0.6022099447513812,2.8093922651933703
1103,Akron,2003,27,13,14,0.48148148148148145,78.77777777777777,78.14814814814815,0.4860742705570292,0.3387096774193548,0.7363896848137536,9.777777777777779,19.925925925925927,15.222222222222221,12.62962962962963,7.2592592592592595,2.3333333333333335,19.85185185185185,0.6428571428571429,0.3076923076923077,0.0,5,0.6,75.4,71.8,0.5223880597014925,0.3469387755102041,0.7241379310344828,8.6,18.8,16.4,13.8,7.4,2.4,15.8,0.4959349593495935,-0.7154471544715448,10,0.5,74.2,73.6,0.5047984644913628,0.3546511627906977,0.7560975609756098,9.0,19.8,15.6,14.2,7.0,2.9,17.3,0.4977168949771689,-0.9771689497716894,0,2,0.6296296296296297,0.5348143236074271,1.2052785923753666,29.703703703703702,0.28779840848806365,0.46286472148541113,0.829683698296837,0.4958904109589041,-1.1972602739726028
1104,Alabama,2003,28,17,11,0.6071428571428571,69.28571428571429,65.0,0.4203622735790131,0.32014388489208634,0.7098976109215017,13.571428571428571,23.928571428571427,12.107142857142858,13.285714285714286,6.607142857142857,3.7857142857142856,18.035714285714285,0.8666666666666667,0.1111111111111111,0.75,5,0.4,70.8,65.8,0.45229681978798586,0.38144329896907214,0.7176470588235294,12.0,23.0,11.4,13.8,7.0,3.2,16.8,0.5476190476190477,4.642857142857143,10,0.4,70.9,69.8,0.4343257443082312,0.3333333333333333,0.7233009708737864,13.3,22.1,11.0,13.0,6.1,3.3,19.0,0.6052631578947368,5.5701754385964914,0,2,4.285714285714286,0.4759525296689569,0.9112903225806451,37.5,0.3472829481574016,0.3660212367270456,1.0973451327433628,0.6312997347480106,6.989389920424403
1105,Alabama A&M,2003,26,7,19,0.2692307692307692,71.76923076923077,76.65384615384616,0.39575530586766544,0.3648148148148148,0.7059859154929577,13.5,23.115384615384617,14.538461538461538,18.653846153846153,9.307692307692308,2.076923076923077,20.23076923076923,0.4166666666666667,0.14285714285714285,0.0,5,0.2,78.4,79.2,0.4024767801857585,0.4260869565217391,0.6587301587301587,13.2,25.6,17.6,15.8,7.2,2.4,19.0,0.4117647058823529,-4.235294117647059,10,0.3,77.3,77.5,0.4106583072100313,0.42718446601941745,0.6652892561983471,13.4,23.8,16.7,16.2,9.2,2.3,19.8,0.3515981735159817,-6.63013698630137,0,3,-4.884615384615385,0.45724094881398253,0.7793814432989691,36.61538461538461,0.33707865168539325,0.3545568039950062,1.283068783068783,0.3278236914600551,-7.619834710743802
1106,Alabama St,2003,28,13,15,0.4642857142857143,63.607142857142854,63.75,0.42377260981912146,0.34615384615384615,0.6464208242950108,12.285714285714286,23.857142857142858,11.678571428571429,17.035714285714285,8.357142857142858,3.142857142857143,18.178571428571427,0.6666666666666666,0.35714285714285715,0.0,5,0.4,60.8,63.0,0.42292490118577075,0.3263157894736842,0.6344086021505376,8.8,21.0,9.4,15.2,7.6,2.4,18.2,0.4296875,-4.2421875,10,0.4,62.8,62.7,0.4225621414913958,0.31547619047619047,0.6855670103092784,10.8,24.2,10.8,17.3,7.5,3.3,18.2,0.35526315789473684,-6.285087719298246,0,1,-0.14285714285714285,0.47900516795865633,0.6855345911949685,36.142857142857146,0.31912144702842377,0.29780361757105944,1.4587155963302751,0.3523035230352303,-7.168021680216802
1107,SUNY Albany,2003,28,7,21,0.25,65.92857142857143,75.71428571428571,0.418272218769422,0.357487922705314,0.7335092348284961,8.25,20.25,11.928571428571429,12.571428571428571,6.857142857142857,2.0357142857142856,15.892857142857142,0.35714285714285715,0.15384615384615385,0.0,5,0.0,57.6,72.4,0.3992673992673993,0.32989690721649484,0.7450980392156863,6.6,20.6,11.4,11.8,5.0,2.6,14.2,0.5409836065573771,1.2459016393442623,10,0.2,65.8,76.4,0.41952983725135623,0.3474178403755869,0.7692307692307693,6.7,21.3,11.4,11.2,5.9,2.3,16.1,0.48878923766816146,-0.5336322869955157,0,5,-9.785714285714286,0.4872591671845867,0.9488636363636364,28.5,0.38595400870105656,0.23555003107520198,1.0538922155688624,0.4613333333333333,-1.2346666666666666
1108,Alcorn St,2003,33,14,19,0.42424242424242425,69.0909090909091,73.12121212121212,0.4246646026831785,0.31910946196660483,0.6685962373371924,13.121212121212121,23.21212121212121,13.848484848484848,18.454545454545453,8.181818181818182,3.515151515151515,19.666666666666668,0.7,0.29411764705882354,0.3333333333333333,5,0.4,66.0,70.0,0.40893470790378006,0.26436781609195403,0.6831683168316832,10.8,21.8,11.6,13.6,8.2,2.6,22.2,0.5555555555555556,0.08888888888888889,10,0.6,68.0,67.4,0.43392857142857144,0.28846153846153844,0.6651785714285714,10.7,23.6,13.2,14.2,8.1,3.3,19.7,0.4476987447698745,-3.0292887029288704,0,1,-4.03030303030303,0.46904024767801855,0.7504105090311987,36.333333333333336,0.27812177502579977,0.35655314757481943,1.3326039387308535,0.3824884792626728,-5.54147465437788
1110,American Univ,2003,30,16,14,0.5333333333333333,66.36666666666666,61.9,0.4327521793275218,0.37896253602305474,0.6814516129032258,10.0,23.133333333333333,14.233333333333333,13.166666666666666,6.4,1.7333333333333334,18.133333333333333,0.9166666666666666,0.1875,1.0,5,0.8,73.2,57.8,0.4626865671641791,0.36666666666666664,0.7789473684210526,10.4,23.4,15.8,9.8,7.4,1.4,19.4,0.44,-1.904,10,0.7,69.4,59.3,0.4509433962264151,0.4017094017094017,0.6853932584269663,8.8,22.4,14.9,10.1,6.8,0.9,18.4,0.4801762114537445,-0.5859030837004405,0,1,4.466666666666667,0.5146326276463262,1.081012658227848,33.13333333333333,0.43212951432129515,0.30884184308841844,0.9250585480093677,0.4681933842239186,-1.6972010178117047
1111,Appalachian St,2003,26,16,10,0.6153846153846154,83.26923076923077,81.73076923076923,0.44364937388193204,0.3274956217162872,0.7195301027900147,13.0,25.307692307692307,15.23076923076923,16.192307692307693,9.846153846153847,4.615384615384615,18.692307692307693,0.8181818181818182,0.46153846153846156,0.5,5,0.4,74.0,82.2,0.37777777777777777,0.3047619047619048,0.6711409395973155,13.6,21.8,11.8,15.4,10.2,3.8,19.8,0.4482758620689655,-1.853448275862069,10,0.5,81.0,82.3,0.41131498470948014,0.3103448275862069,0.7157534246575342,14.8,24.1,13.4,15.2,9.3,4.4,20.7,0.45145631067961167,-2.2766990291262137,0,1,1.5384615384615385,0.49940369707811566,0.9406175771971497,38.30769230769231,0.3404889683959451,0.40608228980322003,1.0631313131313131,0.40437158469945356,-3.489071038251366
1112,Arizona,2003,28,25,3,0.8928571428571429,85.21428571428571,70.25,0.46141304347826084,0.3505338078291815,0.7014285714285714,15.178571428571429,27.642857142857142,17.642857142857142,14.785714285714286,8.464285714285714,4.214285714285714,17.75,0.9333333333333333,0.9166666666666666,0.0,5,0.8,81.8,76.0,0.4319526627218935,0.2962962962962963,0.7264957264957265,14.0,26.0,16.2,10.8,9.0,3.4,19.2,0.6259541984732825,3.480916030534351,10,0.9,85.6,72.8,0.46200607902735563,0.3333333333333333,0.7530864197530864,13.5,27.6,17.7,13.6,7.8,4.7,19.1,0.5478260869565217,2.0217391304347827,0,1,14.964285714285714,0.5149456521739131,1.1932367149758454,42.82142857142857,0.30543478260869567,0.3804347826086957,0.8380566801619433,0.5894206549118388,4.1183879093199
